theme_id,ticker,mapping_source,parent_group,asset_track,venue_note,pit_status
crypto,MSTR,production_SECTORS_current_static,加密相关,stock,none,CLASSIFICATION_CURRENT
crypto,HUT,production_SECTORS_current_static,加密相关,stock,none,CLASSIFICATION_CURRENT
crypto,CLSK,production_SECTORS_current_static,加密相关,stock,none,CLASSIFICATION_CURRENT
crypto,WULF,production_SECTORS_current_static,加密相关,stock,none,CLASSIFICATION_CURRENT
crypto,CIFR,production_SECTORS_current_static,加密相关,stock,none,CLASSIFICATION_CURRENT
crypto,BTBT,production_SECTORS_current_static,加密相关,stock,none,CLASSIFICATION_CURRENT
china_adr,BABA,production_SECTORS_current_static,中概 ADR,stock,none,CLASSIFICATION_CURRENT
china_adr,PDD,production_SECTORS_current_static,中概 ADR,stock,none,CLASSIFICATION_CURRENT
china_adr,JD,production_SECTORS_current_static,中概 ADR,stock,none,CLASSIFICATION_CURRENT
china_adr,BIDU,production_SECTORS_current_static,中概 ADR,stock,none,CLASSIFICATION_CURRENT
china_adr,NIO,production_SECTORS_current_static,中概 ADR,stock,none,CLASSIFICATION_CURRENT
china_adr,LI,production_SECTORS_current_static,中概 ADR,stock,none,CLASSIFICATION_CURRENT
china_adr,XPEV,production_SECTORS_current_static,中概 ADR,stock,none,CLASSIFICATION_CURRENT
china_adr,NTES,production_SECTORS_current_static,中概 ADR,stock,none,CLASSIFICATION_CURRENT
china_adr,TME,production_SECTORS_current_static,中概 ADR,stock,none,CLASSIFICATION_CURRENT
china_adr,TAL,production_SECTORS_current_static,中概 ADR,stock,none,CLASSIFICATION_CURRENT
china_adr,BILI,production_SECTORS_current_static,中概 ADR,stock,none,CLASSIFICATION_CURRENT
china_adr,IQ,production_SECTORS_current_static,中概 ADR,stock,none,CLASSIFICATION_CURRENT
telecom,T,production_SECTORS_current_static,电信,stock,none,CLASSIFICATION_CURRENT
telecom,VZ,production_SECTORS_current_static,电信,stock,none,CLASSIFICATION_CURRENT
telecom,TMUS,production_SECTORS_current_static,电信,stock,none,CLASSIFICATION_CURRENT
telecom,CHTR,production_SECTORS_current_static,电信,stock,none,CLASSIFICATION_CURRENT
telecom,CMCSA,production_SECTORS_current_static,电信,stock,none,CLASSIFICATION_CURRENT
telecom,VOD,production_SECTORS_current_static,电信,stock,none,CLASSIFICATION_CURRENT
telecom,AMX,production_SECTORS_current_static,电信,stock,none,CLASSIFICATION_CURRENT
industrials,CAT,production_SECTORS_current_static,工业制造,stock,none,CLASSIFICATION_CURRENT
industrials,DE,production_SECTORS_current_static,工业制造,stock,none,CLASSIFICATION_CURRENT
industrials,HON,production_SECTORS_current_static,工业制造,stock,none,CLASSIFICATION_CURRENT
industrials,GE,production_SECTORS_current_static,工业制造,stock,none,CLASSIFICATION_CURRENT
industrials,MMM,production_SECTORS_current_static,工业制造,stock,none,CLASSIFICATION_CURRENT
industrials,UPS,production_SECTORS_current_static,工业制造,stock,none,CLASSIFICATION_CURRENT
industrials,FDX,production_SECTORS_current_static,工业制造,stock,none,CLASSIFICATION_CURRENT
industrials,EMR,production_SECTORS_current_static,工业制造,stock,none,CLASSIFICATION_CURRENT
industrials,ETN,production_SECTORS_current_static,工业制造,stock,none,CLASSIFICATION_CURRENT
industrials,ITW,production_SECTORS_current_static,工业制造,stock,none,CLASSIFICATION_CURRENT
etfs,SPY,production_SECTORS_current_static,宽基 ETF,broad_equity,none,CLASSIFICATION_CURRENT
etfs,QQQ,production_SECTORS_current_static,宽基 ETF,broad_equity,none,CLASSIFICATION_CURRENT
etfs,IWM,production_SECTORS_current_static,宽基 ETF,broad_equity,none,CLASSIFICATION_CURRENT
etfs,DIA,production_SECTORS_current_static,宽基 ETF,broad_equity,none,CLASSIFICATION_CURRENT
etfs,VTI,production_SECTORS_current_static,宽基 ETF,broad_equity,none,CLASSIFICATION_CURRENT
etfs,VOO,production_SECTORS_current_static,宽基 ETF,broad_equity,none,CLASSIFICATION_CURRENT
etfs,ARKK,production_SECTORS_current_static,宽基 ETF,thematic_equity,none,CLASSIFICATION_CURRENT
etfs,SOXX,production_SECTORS_current_static,宽基 ETF,sector_equity,none,CLASSIFICATION_CURRENT
etfs,XLF,production_SECTORS_current_static,宽基 ETF,sector_equity,none,CLASSIFICATION_CURRENT
etfs,XLE,production_SECTORS_current_static,宽基 ETF,sector_equity,none,CLASSIFICATION_CURRENT
etfs,GLD,production_SECTORS_current_static,宽基 ETF,gold,none,CLASSIFICATION_CURRENT
etfs,TLT,production_SECTORS_current_static,宽基 ETF,long_bond,none,CLASSIFICATION_CURRENT
